preprocessing,label,class_name,entropy,sobel_edge_energy,mean_intensity,std_intensity
ghe,1,tumor,5.772750436345442,0.8965262039709623,0.34915316,0.33317086
ghe,1,tumor,5.477289257038452,0.9170502069269905,0.3639366,0.33165425
ghe,0,no_tumor,5.594257965265339,0.8649825099624637,0.5052124,0.28232732
ghe,1,tumor,6.719527540204147,0.8583514699207917,0.4880931,0.29692003
ghe,1,tumor,5.914808350465829,1.1648869872042913,0.36302853,0.3334366
ghe,1,tumor,5.075676200319767,0.4862654057839567,0.5488937,0.2365922
ghe,1,tumor,6.592037257660514,1.3947037229392492,0.48921424,0.29399326
ghe,0,no_tumor,4.110065951908931,0.6288190886780061,0.31593642,0.3235793
ghe,1,tumor,4.793217564765669,0.5654827460286593,0.57298774,0.21089335
ghe,0,no_tumor,4.246424399413756,0.40642459914608386,0.30178413,0.3232028
ghe,1,tumor,3.3829443259240186,0.3247760879469268,0.6878301,0.13816328
ghe,1,tumor,6.807500894025994,0.5531316938309314,0.50799847,0.28020722
ghe,1,tumor,7.3253662761156395,0.8883204646501551,0.4993583,0.29046583
ghe,1,tumor,4.73166488300213,0.8544820558469809,0.262433,0.32530606
ghe,0,no_tumor,4.925259303240529,0.17454105025957262,0.5567106,0.22591071
ghe,1,tumor,5.643586575301272,1.203503319467195,0.36557046,0.33333206
ghe,0,no_tumor,5.387849522523897,1.3181042059684436,0.36391795,0.33403897
ghe,1,tumor,5.359010931494409,0.4908816164132892,0.39761508,0.32319483
ghe,0,no_tumor,3.6758362396592763,0.8325158934115765,0.21071993,0.3113861
ghe,0,no_tumor,6.401163753053577,1.1403367690366897,0.507121,0.2853689
ghe,0,no_tumor,4.225108735714272,0.6188971348837784,0.31923756,0.3239189
ghe,1,tumor,6.622502353894266,0.8510119294478121,0.5076567,0.28328255
ghe,1,tumor,6.564336219305194,0.7562370518016348,0.50662553,0.28562114
ghe,0,no_tumor,6.549627796610643,0.8980910612810111,0.5071112,0.28085828
ghe,0,no_tumor,5.391990603092148,0.521099720890029,0.42172447,0.32062507
ghe,0,no_tumor,6.711113566721946,0.7880345542046976,0.5111513,0.27767816
ghe,0,no_tumor,5.1143314126133745,0.5071507172021308,0.43828988,0.30844945
ghe,0,no_tumor,5.170903172191299,0.6619573123955953,0.54400206,0.25594795
ghe,0,no_tumor,3.7017353205698007,0.2802308539023065,0.6644393,0.15226147
ghe,1,tumor,6.396063657596338,1.2652542804996956,0.3805791,0.33115402
ghe,1,tumor,5.087867621239188,1.536197303248224,0.39074254,0.33406657
ghe,0,no_tumor,5.998712523763621,0.8931236596622142,0.5143854,0.27474517
ghe,1,tumor,6.216549679219128,0.5941722373014593,0.49901244,0.28370455
ghe,1,tumor,5.895871624699939,1.2235404505363352,0.32813245,0.33394587
ghe,0,no_tumor,4.193401896642872,0.8545116434978908,0.2472716,0.32114667
ghe,0,no_tumor,5.266172893060408,0.6063697133574213,0.41922224,0.31541762
ghe,0,no_tumor,5.228021765673491,0.7993862895636897,0.55196536,0.23449972
ghe,0,no_tumor,5.372031278720755,0.7506561035874928,0.3376824,0.33075747
ghe,1,tumor,6.5093606934252595,0.35392647671027033,0.5080234,0.28215206
ghe,0,no_tumor,6.596320917908878,0.8516564319347493,0.42723128,0.3213627
ghe,1,tumor,7.200582185823359,0.9938298179443255,0.5039455,0.28656387
ghe,1,tumor,6.0151912934938405,1.1016871126020762,0.37584662,0.33185095
ghe,1,tumor,7.004587275768357,0.6040110457096097,0.5048333,0.28438044
ghe,1,tumor,6.098022145332259,1.724935355439098,0.3908,0.33009946
ghe,1,tumor,6.501493037186626,0.8325823292379024,0.50729334,0.28504956
ghe,0,no_tumor,5.283230518315573,1.3877117195705648,0.3505345,0.33486924
ghe,0,no_tumor,5.945903211441346,0.9208581151844113,0.5155077,0.27431858
ghe,0,no_tumor,5.932673849184571,0.5870078605103839,0.4236793,0.3206961
ghe,1,tumor,6.437094685344726,0.8818737349977865,0.41674685,0.32238254
ghe,1,tumor,6.61784789967971,0.6025549003691109,0.45890972,0.30429792
ghe,1,tumor,6.580607163891564,0.811222789922974,0.5064652,0.28528637
ghe,1,tumor,5.933725297656982,0.7290214012383309,0.49152547,0.2900252
ghe,0,no_tumor,4.447713765202603,0.3466422054941797,0.27601033,0.32715273
ghe,1,tumor,5.733343897597767,0.6613510237168851,0.38474986,0.32853687
ghe,0,no_tumor,4.531097532930602,0.8428693109025914,0.24832407,0.3231576
ghe,0,no_tumor,5.499948020232598,0.2910868208889881,0.5351182,0.25070655
ghe,0,no_tumor,5.193681224229915,0.6665871586227695,0.55783165,0.255917
ghe,1,tumor,4.982304674567562,1.2322917939093747,0.27522117,0.32881126
ghe,1,tumor,6.361375542717516,0.9105982428006654,0.51798236,0.2686562
ghe,0,no_tumor,5.998712523763621,0.8931236596622142,0.5143854,0.27474517
ghe,1,tumor,6.2768656746553235,0.7862879952085099,0.512702,0.27578303
ghe,0,no_tumor,4.6740170114936115,1.3422540387128468,0.29632688,0.33188903
ghe,1,tumor,5.646546034711926,0.8079812856548272,0.5069034,0.27608308
ghe,1,tumor,6.02731652613586,0.9961224522405842,0.44433403,0.31429774
ghe,0,no_tumor,5.395870207009376,0.9393668001372479,0.2941014,0.33152094
ghe,1,tumor,6.326191758092016,0.6411403374127131,0.5069145,0.28279555
